행정구역,전체버스정류장,인구수,평균인구대비교통,전체대비정류장수
서울,6240,9577030,0.19513991706285477,21.12461491587393
부산,6993,3385964,0.21868805128534347,23.67378719658756
대구,3111,2927925,0.09728850672797135,10.531839263346763
인천,5346,2428301,0.16718237125288807,18.098107586580454
광주,2248,1469981,0.07030040601879768,7.6102779376417615
대전,2518,1450439,0.07874396012247889,8.524323775347845
울산,3083,1144299,0.09641287889499699,10.437049324621686
