시군구,번지,지목,용도지역,도로조건,계약년월,계약일,계약면적(㎡),거래금액(만원),지분구분,a,실거래가
울산광역시 울주군,8**,전,제2종일반주거지역,12m미만,201904,5,62.0,2525, ,17,156550.0
울산광역시 남구 ,4**,임야,제2종일반주거지역,8m미만,201904,5,23.33,2879,지분,12,67167.06999999999
울산광역시 남구 ,4**,임야,제2종일반주거지역,8m미만,201904,5,23.33,3271,지분,12,76312.43
울산광역시 남구 ,4**,답,제2종일반주거지역,-,201904,5,108.0,33000, ,12,3564000.0
울산광역시 중구 ,5**,대,제2종일반주거지역,12m미만,201904,5,220.3,45000, ,12,9913500.0
울산광역시 울주군,7**,전,제1종일반주거지역,8m미만,201904,5,341.0,5500, ,17,1875500.0
울산광역시 남구 ,4**,임야,제2종일반주거지역,8m미만,201904,5,4.67,576,지분,12,2689.92
울산광역시 남구 ,4**,임야,제2종일반주거지역,8m미만,201904,5,4.67,654,지분,12,3054.18
울산광역시 남구 ,4**,답,제2종일반주거지역,8m미만,201904,5,7.67,946,지분,12,7255.82
울산광역시 북구 ,9**,잡종지,제2종일반주거지역,8m미만,201904,7,67.0,8100, ,12,542700.0
울산광역시 북구 ,1***,대,제1종일반주거지역,-,201904,8,90.0,1000, ,12,90000.0
울산광역시 울주군,6**,답,제2종일반주거지역,-,201904,8,162.13,10000,지분,17,1621300.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201904,9,43.0,1911,지분,17,82173.0
울산광역시 울주군,9**,대,제2종일반주거지역,12m미만,201904,9,157.8,12000, ,17,1893600.0000000002
울산광역시 울주군,1**,대,제2종일반주거지역,25m미만,201904,9,162.0,20000,지분,17,3240000.0
울산광역시 남구 ,1**,대,제2종일반주거지역,25m미만,201904,9,751.4,238000, ,12,178833200.0
울산광역시 울주군,3**,답,제2종일반주거지역,12m미만,201904,10,55.0,13400, ,17,737000.0
울산광역시 남구 ,1***,창고용지,제2종일반주거지역,25m미만,201904,10,496.2,180000, ,11,89316000.0
울산광역시 남구 ,1***,대,제2종일반주거지역,25m미만,201904,10,527.2,200000, ,11,105440000.00000001
울산광역시 울주군,3**,답,제2종일반주거지역,12m미만,201904,10,169.0,27400, ,17,4630600.0
울산광역시 울주군,6*,대,제2종일반주거지역,12m미만,201904,10,59.0,4500, ,17,265500.0
울산광역시 울주군,5**,전,제1종일반주거지역,-,201904,11,122.0,1850, ,17,225700.0
울산광역시 울주군,2**,전,제1종일반주거지역,12m미만,201904,11,191.77,2300,지분,17,441071.0
울산광역시 중구 ,3**,대,제1종전용주거지역,12m미만,201904,11,290.2,45000, ,12,13059000.0
울산광역시 울주군,2**,답,제1종일반주거지역,8m미만,201904,11,678.0,8000,지분,17,5424000.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201904,12,33.0,1666,지분,17,54978.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201904,12,33.0,1960,지분,17,64680.0
울산광역시 울주군,1**,전,제1종일반주거지역,8m미만,201904,12,165.0,8500, ,17,1402500.0
울산광역시 북구 ,*,전,제2종일반주거지역,-,201904,12,496.0,82000, ,12,40672000.0
울산광역시 울주군,8*,도로,제2종일반주거지역,8m미만,201904,13,10.0,1000, ,17,10000.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201904,13,15.56,153,지분,17,2380.6800000000003
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201904,13,251.53,2479,지분,17,623542.87
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201904,13,37.7,371,지분,17,13986.7
울산광역시 울주군,8*,대,제2종일반주거지역,8m미만,201904,13,265.0,63000, ,17,16695000.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201904,13,9.77,96,지분,17,937.92
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201904,15,99.26,1800,지분,17,178668.0
울산광역시 중구 ,1**,대,제1종전용주거지역,12m미만,201904,15,297.4,37000, ,12,11003800.0
울산광역시 울주군,7**,전,제2종일반주거지역,12m미만,201904,15,177.8,9275,지분,17,1649095.0
울산광역시 울주군,8**,전,제2종일반주거지역,8m미만,201904,17,437.0,15000, ,17,6555000.0
울산광역시 울주군,3**,전,제1종일반주거지역,-,201904,17,1874.0,34000, ,17,63716000.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201904,17,347.44,6300,지분,17,2188872.0
울산광역시 울주군,산5*,임야,제1종일반주거지역,-,201904,18,974.0,10850,지분,17,10567900.0
울산광역시 울주군,5*,전,제1종일반주거지역,8m미만,201904,18,44.0,2124,지분,17,93456.0
울산광역시 울주군,5*,전,제1종일반주거지역,8m미만,201904,18,15.0,726,지분,17,10890.0
울산광역시 남구 ,4**,도로,제2종일반주거지역,8m미만,201904,19,8.0,203,지분,12,1624.0
울산광역시 울주군,5**,답,제1종일반주거지역,-,201904,22,166.0,10682, ,17,1773212.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201904,22,7.0,150,지분,17,1050.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201904,22,43.75,700,지분,17,30625.0
울산광역시 울주군,1**,전,제1종일반주거지역,8m미만,201904,24,33.0,1666,지분,17,54978.0
울산광역시 북구 ,4**,대,제2종일반주거지역,-,201904,24,571.0,120000, ,12,68520000.0
울산광역시 북구 ,1**,임야,제1종일반주거지역,8m미만,201904,26,241.0,1400, ,12,337400.0
울산광역시 울주군,1**,답,제2종일반주거지역,8m미만,201904,26,13.64,1937,지분,17,26420.68
울산광역시 울주군,9**,대,제2종일반주거지역,12m미만,201904,26,402.2,22000, ,17,8848400.0
울산광역시 울주군,8**,대,제2종일반주거지역,12m미만,201904,26,175.8,26000, ,17,4570800.0
울산광역시 중구 ,3**,대,제3종일반주거지역,12m미만,201904,26,19.0,3547, ,12,67393.0
울산광역시 울주군,4**,대,제2종일반주거지역,12m미만,201904,28,257.6,19600, ,17,5048960.0
울산광역시 동구 ,6**,도로,제2종일반주거지역,8m미만,201904,29,44.5,1350, ,12,60075.0
울산광역시 울주군,1***,대,제2종일반주거지역,8m미만,201904,29,187.6,16200, ,17,3039120.0
울산광역시 울주군,5*,대,제2종일반주거지역,12m미만,201904,29,157.0,28000, ,17,4396000.0
울산광역시 울주군,산*,임야,제1종일반주거지역,-,201904,30,2182.0,16200, ,17,35348400.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201904,30,651.0,17800, ,17,11587800.0
울산광역시 울주군,산8*,임야,제1종일반주거지역,-,201904,30,100.0,2310,지분,17,231000.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201904,30,99.0,4692,지분,17,464508.0
울산광역시 울주군,6**,답,제1종일반주거지역,8m미만,201905,1,820.0,16000, ,17,13120000.0
울산광역시 남구 ,1**,대,제2종일반주거지역,8m미만,201905,1,2.0,225,지분,12,450.0
울산광역시 중구 ,2**,대,제2종일반주거지역,8m미만,201905,1,197.7,32000, ,12,6326400.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201905,1,330.0,4500,지분,17,1485000.0
울산광역시 남구 ,6**,대,제2종일반주거지역,12m미만,201905,1,152.0,40000, ,12,6080000.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201905,2,33.0,1499,지분,17,49467.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201905,2,1342.0,32000, ,17,42944000.0
울산광역시 울주군,5*,대,제1종일반주거지역,8m미만,201905,3,25.0,1200,지분,17,30000.0
울산광역시 북구 ,산1**,임야,제2종일반주거지역,8m미만,201905,3,760.0,24100,지분,12,18316000.0
울산광역시 북구 ,1***,대,제1종일반주거지역,25m미만,201905,8,365.2,85000, ,12,31042000.0
울산광역시 울주군,2**,답,제2종일반주거지역,-,201905,9,161.0,32385, ,17,5213985.0
울산광역시 울주군,1**,답,제2종일반주거지역,-,201905,9,303.0,45735, ,17,13857705.0
울산광역시 울주군,2**,학교용지,제2종일반주거지역,-,201905,9,257.0,46794, ,17,12026058.0
울산광역시 울주군,2**,답,제2종일반주거지역,8m미만,201905,9,449.0,75086, ,17,33713614.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201905,10,67.49,2940,지분,17,198420.59999999998
울산광역시 울주군,5**,답,제1종일반주거지역,-,201905,10,132.0,4234, ,17,558888.0
울산광역시 울주군,5**,답,제1종일반주거지역,-,201905,10,133.0,4266, ,17,567378.0
울산광역시 울주군,산6*,임야,제1종일반주거지역,-,201905,10,17.0,735,지분,17,12495.0
울산광역시 남구 ,1**,도로,제2종일반주거지역,12m미만,201905,10,12.9,750, ,12,9675.0
울산광역시 울주군,1***,도로,제1종일반주거지역,8m미만,201905,11,31.0,200, ,17,6200.0
울산광역시 울주군,2**,도로,제1종일반주거지역,8m미만,201905,13,181.0,1100, ,17,199100.0
울산광역시 남구 ,1***,답,제2종일반주거지역,12m미만,201905,13,325.5,2000,지분,12,651000.0
울산광역시 울주군,9**,대,제2종일반주거지역,25m미만,201905,13,397.0,25000, ,17,9925000.0
울산광역시 울주군,3**,전,제1종일반주거지역,12m미만,201905,13,334.0,29000, ,17,9686000.0
울산광역시 울주군,2**,답,제1종일반주거지역,8m미만,201905,13,512.0,5900, ,17,3020800.0
울산광역시 울주군,2**,답,제1종일반주거지역,8m미만,201905,13,42.0,700, ,17,29400.0
울산광역시 울주군,1**,답,제2종일반주거지역,8m미만,201905,14,300.0,10550,지분,17,3165000.0
울산광역시 울주군,9**,대,제2종일반주거지역,12m미만,201905,14,95.1,4900, ,17,465990.0
울산광역시 울주군,9**,대,제2종일반주거지역,8m미만,201905,14,107.7,4900, ,17,527730.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201905,14,99.0,5550,지분,17,549450.0
울산광역시 북구 ,1**,전,제1종일반주거지역,25m미만,201905,15,753.0,113800, ,12,85691400.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201905,15,742.0,23510, ,17,17444420.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201905,15,165.0,3750, ,17,618750.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201905,15,165.0,3750, ,17,618750.0
울산광역시 중구 ,8**,대,제1종전용주거지역,12m미만,201905,15,252.0,36000, ,12,9072000.0
울산광역시 울주군,1***,대,제1종일반주거지역,-,201905,15,1390.0,80490, ,17,111881100.0
울산광역시 울주군,3**,대,제2종일반주거지역,8m미만,201905,16,124.0,6000, ,17,744000.0
울산광역시 울주군,3**,임야,제3종일반주거지역,-,201905,17,661.5,10000,지분,17,6615000.0
울산광역시 중구 ,8**,대,제1종전용주거지역,12m미만,201905,17,153.75,17600,지분,12,2706000.0
울산광역시 울주군,3**,도로,제1종일반주거지역,8m미만,201905,18,76.0,3800, ,17,288800.0
울산광역시 중구 ,5**,도로,제3종일반주거지역,-,201905,20,10.0,1382, ,12,13820.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201905,20,33.0,1666,지분,17,54978.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,12m미만,201905,20,152.28,2760,지분,17,420292.8
울산광역시 남구 ,4**,도로,제2종일반주거지역,12m미만,201905,20,24.0,450,지분,12,10800.0
울산광역시 북구 ,1**,전,제1종일반주거지역,25m미만,201905,20,794.0,83000, ,12,65902000.0
울산광역시 울주군,1***,하천,제2종일반주거지역,-,201905,21,71.0,1089, ,17,77319.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201905,21,59.0,1180,지분,17,69620.0
울산광역시 울주군,1***,하천,제2종일반주거지역,-,201905,21,185.0,2838, ,17,525030.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201905,21,165.0,3218, ,17,530970.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201905,21,265.0,4480,지분,17,1187200.0
울산광역시 울주군,4**,전,제1종일반주거지역,-,201905,21,33.0,644,지분,17,21252.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201905,21,33.0,644,지분,17,21252.0
울산광역시 울주군,1**,전,제1종일반주거지역,8m미만,201905,21,44.0,858,지분,17,37752.0
울산광역시 울주군,2**,전,제1종일반주거지역,-,201905,21,44.0,858,지분,17,37752.0
울산광역시 울주군,1***,공장용지,제1종일반주거지역,8m미만,201905,22,406.0,18940, ,17,7689640.0
울산광역시 울주군,1***,공장용지,제1종일반주거지역,8m미만,201905,22,504.0,23512, ,17,11850048.0
울산광역시 울주군,2**,답,제1종일반주거지역,8m미만,201905,23,258.0,2700,지분,17,696600.0
울산광역시 북구 ,1***,대,제1종일반주거지역,12m미만,201905,23,348.5,51800, ,12,18052300.0
울산광역시 울주군,7**,도로,제2종일반주거지역,8m미만,201905,23,71.0,6000, ,17,426000.0
울산광역시 울주군,7**,도로,제2종일반주거지역,8m미만,201905,23,70.0,6000, ,17,420000.0
울산광역시 울주군,2**,전,제1종일반주거지역,12m미만,201905,23,40.61,900,지분,17,36549.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201905,24,66.0,3332,지분,17,219912.0
울산광역시 울주군,산5*,임야,제1종일반주거지역,-,201905,24,248.0,4500,지분,17,1116000.0
울산광역시 울주군,산5*,임야,제1종일반주거지역,-,201905,24,33.0,600,지분,17,19800.0
울산광역시 중구 ,5**,대,제2종일반주거지역,12m미만,201905,25,185.0,25000, ,12,4625000.0
울산광역시 중구 ,8**,대,제2종일반주거지역,12m미만,201905,25,187.7,28500, ,12,5349450.0
울산광역시 울주군,산5*,임야,제1종일반주거지역,-,201905,25,166.0,3200,지분,17,531200.0
울산광역시 울주군,1**,답,제2종일반주거지역,-,201905,25,564.0,30600, ,17,17258400.0
울산광역시 울주군,산5*,임야,제1종일반주거지역,-,201905,25,361.0,6540,지분,17,2360940.0
울산광역시 북구 ,5**,과수원,제2종일반주거지역,-,201905,27,18.48,1240,지분,12,22915.2
울산광역시 울주군,2**,전,제1종일반주거지역,-,201905,27,36.0,1833,지분,17,65988.0
울산광역시 북구 ,5**,과수원,제2종일반주거지역,8m미만,201905,27,204.52,13760,지분,12,2814195.2
울산광역시 울주군,5**,답,제1종일반주거지역,-,201905,27,66.0,4273,지분,17,282018.0
울산광역시 북구 ,9**,도로,제1종일반주거지역,25m미만,201905,28,94.67,1130,지분,12,106977.1
울산광역시 울주군,5**,답,제1종일반주거지역,-,201905,28,30.0,1525,지분,17,45750.0
울산광역시 북구 ,8**,대,제1종일반주거지역,25m미만,201905,28,323.0,108000, ,12,34884000.0
울산광역시 북구 ,9**,전,제1종일반주거지역,8m미만,201905,28,230.0,11360, ,12,2612800.0
울산광역시 북구 ,9**,전,제1종일반주거지역,8m미만,201905,28,3.0,120, ,12,360.0
울산광역시 북구 ,9**,도로,제1종일반주거지역,25m미만,201905,28,2.0,30, ,12,60.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201905,28,497.0,6000,지분,17,2982000.0
울산광역시 울주군,5**,답,제1종일반주거지역,-,201905,28,133.0,6759, ,17,898947.0
울산광역시 울주군,5**,전,제1종일반주거지역,8m미만,201905,30,617.0,24000, ,17,14808000.0
울산광역시 중구 ,4**,도로,제3종일반주거지역,8m미만,201905,30,83.0,5100, ,12,423300.0
울산광역시 북구 ,9**,대,제2종일반주거지역,25m미만,201905,30,464.4,80000, ,12,37152000.0
울산광역시 울주군,산5*,임야,제1종일반주거지역,-,201905,31,166.0,3000,지분,17,498000.0
울산광역시 남구 ,1***,도로,제2종일반주거지역,8m미만,201905,31,40.0,3600, ,12,144000.0
울산광역시 울주군,산5*,임야,제1종일반주거지역,-,201905,31,430.0,8450,지분,17,3633500.0
울산광역시 울주군,6**,전,제1종일반주거지역,-,201905,31,405.0,8540, ,17,3458700.0
울산광역시 남구 ,7*,답,제1종일반주거지역,25m미만,201906,1,410.75,65500,지분,12,26904125.0
울산광역시 남구 ,7*,답,제1종일반주거지역,25m미만,201906,1,46.5,7500,지분,12,348750.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201906,3,165.0,3750, ,17,618750.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201906,3,165.0,3750, ,17,618750.0
울산광역시 북구 ,1***,대,제1종일반주거지역,12m미만,201906,3,286.9,37315, ,12,10705673.5
울산광역시 울주군,산8*,임야,제1종일반주거지역,-,201906,3,364.25,4950,지분,17,1803037.5
울산광역시 울주군,1***,대,제1종일반주거지역,8m미만,201906,4,93.0,3348, ,17,311364.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201906,4,165.0,3920, ,17,646800.0
울산광역시 울주군,9**,답,제1종일반주거지역,8m미만,201906,4,151.0,3980, ,17,600980.0
울산광역시 울주군,산8*,임야,제1종일반주거지역,-,201906,4,364.25,6490,지분,17,2363982.5
울산광역시 울주군,5**,답,제1종일반주거지역,-,201906,5,66.0,4142,지분,17,273372.0
울산광역시 동구 ,6**,도로,제2종일반주거지역,8m미만,201906,7,24.1,1100,지분,12,26510.0
울산광역시 울주군,1**,전,제1종일반주거지역,8m미만,201906,7,44.0,2054,지분,17,90376.0
울산광역시 울주군,*,대,제3종일반주거지역,-,201906,7,580.9,56500, ,17,32820850.0
울산광역시 중구 ,4**,대,제2종일반주거지역,8m미만,201906,9,141.0,9440, ,12,1331040.0
울산광역시 울주군,1**,대,제2종일반주거지역,-,201906,10,8.5,1510,지분,17,12835.0
울산광역시 울주군,1**,도로,제2종일반주거지역,8m미만,201906,10,8.63,1530,지분,17,13203.900000000001
울산광역시 울주군,1**,대,제2종일반주거지역,12m미만,201906,10,1.0,178, ,17,178.0
울산광역시 울주군,1**,도로,제2종일반주거지역,8m미만,201906,10,15.0,2662,지분,17,39930.0
울산광역시 울주군,1**,도로,제2종일반주거지역,-,201906,10,16.5,2931,지분,17,48361.5
울산광역시 중구 ,1**,대,제2종일반주거지역,8m미만,201906,10,86.0,3000, ,11,258000.0
울산광역시 울주군,1**,대,제2종일반주거지역,-,201906,10,172.0,30558, ,17,5255976.0
울산광역시 울주군,산1*,임야,제2종일반주거지역,-,201906,10,244.54,4415,지분,17,1079644.0999999999
울산광역시 울주군,산1*,임야,제2종일반주거지역,-,201906,10,251.53,4585,지분,17,1153265.05
울산광역시 울주군,1**,대,제2종일반주거지역,-,201906,10,28.0,4968,지분,17,139104.0
울산광역시 울주군,1**,대,제2종일반주거지역,8m미만,201906,10,32.5,5774,지분,17,187655.0
울산광역시 울주군,1**,대,제2종일반주거지역,-,201906,10,37.0,6573,지분,17,243201.0
울산광역시 울주군,1**,대,제2종일반주거지역,-,201906,10,5.0,888,지분,17,4440.0
울산광역시 울주군,1***,전,제1종일반주거지역,-,201906,12,235.0,10650, ,17,2502750.0
울산광역시 울주군,1*,전,제2종일반주거지역,-,201906,12,331.0,16600, ,17,5494600.0
울산광역시 북구 ,3**,도로,제2종일반주거지역,8m미만,201906,13,108.0,1500, ,12,162000.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201906,13,66.0,1750,지분,17,115500.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201906,13,66.0,3430,지분,17,226380.0
울산광역시 북구 ,3**,도로,제2종일반주거지역,8m미만,201906,13,53.0,700, ,12,37100.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201906,14,141.68,1764,지분,17,249923.52000000002
울산광역시 북구 ,1***,대,제1종일반주거지역,25m이상,201906,14,660.0,110000, ,12,72600000.0
울산광역시 울주군,7**,도로,제2종일반주거지역,8m미만,201906,14,28.0,2000, ,17,56000.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201906,14,662.0,8000,지분,17,5296000.0
울산광역시 북구 ,2**,대,제3종일반주거지역,-,201906,17,202.0,1000, ,12,202000.0
울산광역시 북구 ,2**,대,제3종일반주거지역,-,201906,17,20.0,17000, ,12,340000.0
울산광역시 울주군,1***,답,제1종일반주거지역,-,201906,18,66.0,3430,지분,17,226380.0
울산광역시 중구 ,5**,대,제2종일반주거지역,25m미만,201906,18,283.4,65515, ,12,18566951.0
울산광역시 울주군,1**,전,제1종일반주거지역,-,201906,18,165.0,8000, ,17,1320000.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201906,18,165.0,8575, ,17,1414875.0
울산광역시 울주군,9**,답,제1종일반주거지역,-,201906,19,33.0,1300,지분,17,42900.0
울산광역시 울주군,8**,잡종지,제1종일반주거지역,8m미만,201906,19,12.0,115, ,17,1380.0
울산광역시 울주군,8**,잡종지,제1종일반주거지역,8m미만,201906,19,2.0,20, ,17,40.0
울산광역시 울주군,1**,답,제2종일반주거지역,8m미만,201906,19,18.18,6600,지분,17,119988.0
울산광역시 울주군,8**,임야,제1종일반주거지역,8m미만,201906,19,11.0,85, ,17,935.0
울산광역시 울주군,1***,답,제1종일반주거지역,8m미만,201906,20,66.0,3700,지분,17,244200.0
울산광역시 북구 ,3*,답,제2종일반주거지역,12m미만,201906,21,591.1,108580, ,12,64181638.0
울산광역시 북구 ,2**,대,제1종일반주거지역,8m미만,201906,21,393.0,38500, ,12,15130500.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201906,22,662.0,10234,지분,17,6774908.0
울산광역시 울주군,8**,전,제1종일반주거지역,8m미만,201906,22,172.0,3380, ,17,581360.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201906,22,497.0,9016,지분,17,4480952.0
울산광역시 중구 ,3**,전,제2종일반주거지역,8m미만,201906,23,20.0,1400, ,12,28000.0
울산광역시 중구 ,3**,도로,제2종일반주거지역,8m미만,201906,23,16.0,600,지분,12,9600.0
울산광역시 중구 ,3**,대,제2종일반주거지역,12m미만,201906,23,460.0,61000, ,12,28060000.0
울산광역시 중구 ,2**,대,제2종일반주거지역,25m미만,201906,24,12.7,1720, ,12,21844.0
울산광역시 울주군,9**,전,제1종일반주거지역,-,201906,24,565.75,10000,지분,17,5657500.0
울산광역시 울주군,9**,전,제1종일반주거지역,-,201906,24,848.63,15000,지분,17,12729450.0
울산광역시 울주군,9**,전,제1종일반주거지역,8m미만,201906,24,816.0,16000,지분,17,13056000.0
울산광역시 중구 ,2**,대,제2종일반주거지역,25m미만,201906,24,1.2,163, ,12,195.6
울산광역시 중구 ,2**,대,제2종일반주거지역,25m미만,201906,24,16.1,2180, ,12,35098.0
울산광역시 울주군,9**,전,제1종일반주거지역,8m미만,201906,24,1224.0,23000,지분,17,28152000.0
울산광역시 중구 ,3**,대,제1종전용주거지역,12m미만,201906,24,246.5,31500, ,12,7764750.0
울산광역시 중구 ,2**,대,제2종일반주거지역,25m미만,201906,24,52.2,7070, ,12,369054.0
울산광역시 중구 ,2**,도로,제2종일반주거지역,25m미만,201906,24,6.8,921, ,12,6262.8
울산광역시 울주군,산*,임야,제2종일반주거지역,12m미만,201906,25,113.0,1469, ,17,165997.0
울산광역시 울주군,2**,하천,제2종일반주거지역,8m미만,201906,25,10.0,131, ,17,1310.0
울산광역시 울주군,7**,전,제1종일반주거지역,8m미만,201906,25,110.5,2500,지분,17,276250.0
울산광역시 울주군,1**,전,제2종일반주거지역,-,201906,25,446.0,24000, ,17,10704000.0
울산광역시 울주군,2**,도로,제2종일반주거지역,8m미만,201906,25,103.0,9564, ,17,985092.0
울산광역시 중구 ,9**,도로,제2종일반주거지역,25m미만,201906,26,7.0,1022, ,12,7154.0
울산광역시 중구 ,9**,도로,제2종일반주거지역,25m미만,201906,26,8.0,1168, ,12,9344.0
울산광역시 중구 ,9**,도로,제2종일반주거지역,25m미만,201906,26,11.0,1606, ,12,17666.0
울산광역시 중구 ,9**,도로,제2종일반주거지역,25m미만,201906,26,33.0,4818, ,12,158994.0
울산광역시 중구 ,9**,도로,제2종일반주거지역,-,201906,26,35.0,5110, ,12,178850.0
울산광역시 중구 ,9**,도로,제2종일반주거지역,25m미만,201906,26,66.0,9636, ,12,635976.0
울산광역시 울주군,1***,답,제1종일반주거지역,12m미만,201906,26,1681.0,94000, ,17,158014000.0
울산광역시 울주군,6*,도로,제1종일반주거지역,8m미만,201906,27,74.5,1005,지분,17,74872.5
울산광역시 울주군,6*,도로,제1종일반주거지역,8m미만,201906,27,74.5,1125,지분,17,83812.5
울산광역시 북구 ,2**,전,제2종일반주거지역,8m미만,201906,27,229.0,32330, ,12,7403570.0
울산광역시 울주군,산8*,임야,제1종일반주거지역,8m미만,201906,27,330.0,5000, ,17,1650000.0
울산광역시 울주군,6*,과수원,제1종일반주거지역,8m미만,201906,27,26.0,624,지분,17,16224.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201906,28,70.84,1365,지분,17,96696.6
울산광역시 북구 ,6**,대,제2종일반주거지역,8m미만,201906,28,12.0,1650, ,12,19800.0
울산광역시 동구 ,6**,도로,제2종일반주거지역,8m미만,201906,28,42.9,2500, ,12,107250.0
울산광역시 울주군,2**,전,제1종일반주거지역,8m미만,201906,28,129.0,3100, ,17,399900.0
울산광역시 북구 ,6**,대,제2종일반주거지역,8m미만,201906,28,28.0,3850, ,12,107800.0
울산광역시 북구 ,9**,대,제2종일반주거지역,12m미만,201906,28,262.4,44000, ,12,11545599.999999998
울산광역시 동구 ,1**,전,제2종일반주거지역,12m미만,201906,28,384.0,69696, ,12,26763264.0
울산광역시 울주군,산1*,임야,제1종일반주거지역,-,201907,1,70.84,1365,지분,17,96696.6
울산광역시 울주군,5**,답,제2종일반주거지역,-,201907,1,165.0,10192, ,17,1681680.0
울산광역시 울주군,5**,대,제2종일반주거지역,-,201907,1,99.0,13500, ,17,1336500.0
울산광역시 울주군,6*,대,제1종일반주거지역,8m미만,201907,1,81.0,2195,지분,17,177795.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,-,201907,1,66.0,2391,지분,17,157806.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,-,201907,1,166.0,5978,지분,17,992348.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,-,201907,1,662.0,9500,지분,17,6289000.0
울산광역시 울주군,산3**,임야,제1종일반주거지역,-,201907,1,264.0,9565,지분,17,2525160.0
울산광역시 울주군,5**,전,제2종일반주거지역,-,201907,1,731.0,99450, ,17,72697950.0
울산광역시 울주군,5**,묘지,제2종일반주거지역,8m미만,201907,2,35.73,1820,지분,16,65028.59999999999
울산광역시 울주군,5**,묘지,제2종일반주거지역,-,201907,2,47.6,1930,지분,16,91868.0
울산광역시 북구 ,2**,전,제2종일반주거지역,8m미만,201907,2,40.0,13500, ,12,540000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,2,165.0,3000,지분,17,495000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,2,198.0,3600,지분,17,712800.0
울산광역시 북구 ,2**,전,제2종일반주거지역,8m미만,201907,2,229.0,31000, ,12,7099000.0
울산광역시 울주군,4**,답,제1종일반주거지역,-,201907,2,331.0,6000, ,17,1986000.0
울산광역시 북구 ,3**,전,제2종일반주거지역,25m이상,201907,2,2.0,600, ,12,1200.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201907,5,332.0,4200,지분,17,1394400.0
울산광역시 울주군,산2*,임야,제1종일반주거지역,-,201907,5,337.0,4242,지분,17,1429554.0
울산광역시 북구 ,2**,전,제2종일반주거지역,8m미만,201907,5,244.0,40500, ,12,9882000.0
울산광역시 울주군,9**,대,제2종일반주거지역,8m미만,201907,6,133.7,6300, ,17,842309.9999999999
울산광역시 울주군,9**,대,제2종일반주거지역,12m미만,201907,6,130.4,6700, ,17,873680.0
울산광역시 중구 ,1**,전,제3종일반주거지역,8m미만,201907,8,1.0,170, ,12,170.0
울산광역시 울주군,2**,과수원,제2종일반주거지역,-,201907,8,1.33,39,지분,17,51.870000000000005
울산광역시 울주군,2**,과수원,제2종일반주거지역,-,201907,8,220.0,6365,지분,17,1400300.0
울산광역시 남구 ,8*,과수원,제1종일반주거지역,25m미만,201907,8,86.5,6500,지분,12,562250.0
울산광역시 남구 ,8*,과수원,제1종일반주거지역,8m미만,201907,8,1016.5,76875,지분,12,78143437.5
