부채보유 여부별,가구주 연령계층별(10세),"자산, 부채, 소득 분류별",2017,2018
부채보유 여부별,가구주 연령계층별(10세),"자산, 부채, 소득 분류별",전가구 평균 (만원),전가구 평균 (만원)
전체,30세 미만,가구분포 (%),2.5,2.2
전체,30세 미만,순자산액 (만원),7489,7509
전체,30~39세,가구분포 (%),14.8,13.6
전체,30~39세,순자산액 (만원),21904,23186
전체,40~49세,가구분포 (%),24.3,23.6
전체,40~49세,순자산액 (만원),31246,34426
전체,50~59세,가구분포 (%),25.4,25.2
전체,50~59세,순자산액 (만원),37026,39419
전체,60세이상,가구분포 (%),33.1,35.4
전체,60세이상,순자산액 (만원),33772,35817
