"행정구역별",2018
"전국",6064
"서울특별시",603
"부산광역시",305
"대구광역시",229
"인천광역시",249
"광주광역시",154
"대전광역시",148
"울산광역시",117
"세종특별자치시",47
"경기도",1261
"강원도",351
"충청북도",258
"충청남도",409
"전라북도",419
"전라남도",429
"경상북도",470
"경상남도",502
"제주특별자치도",113
